0,1,2,3,4,5,6,7,8,9
0.022309218,-0.0037736776,0.0,0.0002694046,-0.00035715825,0.04802418,0.06351384,0.007140091,0.002219657,0.015369815
0.004309098,0.0034415012,0.00028957,-0.00010928983,-0.0009845974,0.004222007,0.0069215177,0.004377461,-0.0024080388,0.005496645
0.0107864225,-0.005851581,-0.000771507,-0.00010132206,-0.00077981706,0.009818468,0.016260609,0.0018153085,0.014556327,0.0
0.011073159,0.0017384773,9.3068906e-05,0.00036161547,0.00494298,0.01719336,0.019827763,0.009479634,0.029567646,0.0016075394
-0.0023631798,0.003689706,0.000489687,0.0011846706,0.0055348924,0.0012819137,0.00058157183,0.0014021457,0.004892865,0.0
0.0057982993,0.0010056556,1.947534e-05,0.0015819392,0.006882972,0.00020067682,-0.0025281855,0.011242021,0.013219811,-0.004765586
0.013840612,0.0028022618,0.0001601382,0.0013492664,0.0009750102,0.019625241,0.01701567,-0.005098787,-0.007653236,0.01928109
-0.012196639,-0.0020753369,8.485431e-05,0.0018368069,0.002955532,-0.0131868925,-0.019376941,-0.00021758272,0.014770155,-0.005467355
0.016452286,0.0041721836,0.0005075052,0.001385325,0.0032374861,0.016613998,0.015769625,0.0015103477,-0.00650792,0.006333631
-0.010157674,0.005570237,0.00069674075,0.0020743734,0.00037772438,-0.011078784,-0.015900197,-0.0061040022,-0.016413674,0.003989413
0.0046269936,-0.0017814598,-0.00018608592,0.0006877617,0.00012793118,0.0076744366,0.00950207,-0.0023589444,-0.010052896,0.0084695695
-0.0066253757,0.00060318946,-7.811874e-06,9.47334e-05,0.000994269,-0.019487951,-0.009319782,-0.0041820314,0.0012854768,-0.008618933
-0.0034128332,-6.945816e-05,0.0,0.0008317345,0.00063062046,-0.0030899742,-0.0031648134,0.01019672,0.0039461777,-0.0018110581
0.014724912,-0.007394602,-0.0003610377,0.0010375546,0.0028548315,0.023820719,0.026390903,-0.0017023357,0.006714192,0.011450212
0.0122276805,0.0022281478,0.00027393902,0.003059284,0.010165697,0.017841112,0.014554477,0.023886181,0.021108644,0.006164564
0.0053508566,0.005347721,0.00064070214,0.0020003691,0.007119626,0.0037455256,0.0037968978,0.014508642,0.0104997065,-0.00029610944
0.008467075,0.0063393,0.00041760132,0.0009337808,0.0052475557,0.010289287,0.016543029,0.0041697384,-0.0012569163,0.018865444
0.012051908,0.00035306887,-5.2840398e-05,2.8605044e-05,0.00070567953,0.008341938,0.024275353,0.0075617675,0.011538868,0.0
0.008397457,0.00811456,0.00091911916,0.0015510308,0.004874189,0.010669965,0.00834626,0.011083156,0.013571923,0.0023502333
0.0015330972,0.00010434461,0.000113448106,0.0011176027,0.004195433,0.0031770617,0.0035062076,0.002842309,0.010986344,4.5133278e-05
0.010771844,0.002468623,0.00052926067,0.0008870837,0.0024269873,0.013758088,0.013606554,0.010973913,0.010151165,0.024057431
